Source;Month of Year;Device Category;Ad Content;Sessions;Users;New Users;Pageviews;Session Duration;Calculated AToS
Medicx;202109;desktop;SDPCustomPatient.NU1623Unbranded50.728;19;17;17;19;0;0:00:00
Medicx;202109;desktop;SDPCustomPatient.NU1624UnbrandedSymp.160;20;20;20;20;0;0:00:00
Medicx;202109;desktop;SDPCustomPatient.NU1624UnbrandedSymp.300;13;13;13;13;0;0:00:00
Medicx;202109;desktop;SDPCustomPatient.NU1624UnbrandedSymp.728;20;19;19;21;27;0:00:27
Medicx;202109;mobile;SDPCustomCaregiver.NU1559Branded.160;4;4;4;4;0;0:00:00
Medicx;202109;mobile;SDPCustomCaregiver.NU1559Branded.300;26;26;26;28;2065;0:34:25
Medicx;202109;mobile;SDPCustomCaregiver.NU1559Branded.728;13;12;12;13;0;0:00:00
Medicx;202109;mobile;SDPCustomCaregiver.NU1623Unbranded50.300;35;26;25;35;133;0:02:13
Medicx;202109;mobile;SDPCustomCaregiver.NU1623Unbranded50.728;7;7;7;10;13;0:00:13
Medicx;202109;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.300;19;19;19;20;2;0:00:02
Medicx;202109;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.320;96;93;92;106;1440;0:24:00
Medicx;202109;mobile;SDPCustomCaregiver.NU1624UnbrandedSymp.728;11;10;10;11;0;0:00:00
Medicx;202109;mobile;SDPCustomPatient.NU1559Branded.300;14;14;14;15;352;0:05:52
Medicx;202109;mobile;SDPCustomPatient.NU1559Branded.728;6;6;6;7;81;0:01:21
Medicx;202109;mobile;SDPCustomPatient.NU1623Unbranded50.160;3;1;1;1;1818;0:30:18
Medicx;202109;mobile;SDPCustomPatient.NU1623Unbranded50.300;32;19;19;26;200;0:03:20
Medicx;202109;mobile;SDPCustomPatient.NU1623Unbranded50.728;13;13;13;15;818;0:13:38
Medicx;202109;mobile;SDPCustomPatient.NU1624UnbrandedSymp.300;10;8;8;11;1107;0:18:27
Medicx;202109;mobile;SDPCustomPatient.NU1624UnbrandedSymp.320;46;44;43;50;177;0:02:57
Medicx;202109;mobile;SDPCustomPatient.NU1624UnbrandedSymp.728;5;5;4;5;0;0:00:00
Medicx;202109;tablet;SDPCustomCaregiver.NU1559Branded.160;1;1;1;1;0;0:00:00
Medicx;202109;tablet;SDPCustomCaregiver.NU1559Branded.300;1;1;1;1;0;0:00:00
Medicx;202109;tablet;SDPCustomCaregiver.NU1623Unbranded50.160;6;5;5;5;0;0:00:00
Medicx;202109;tablet;SDPCustomCaregiver.NU1623Unbranded50.300;2;2;2;2;0;0:00:00
Medicx;202109;tablet;SDPCustomCaregiver.NU1623Unbranded50.728;3;2;2;2;0;0:00:00
Medicx;202109;tablet;SDPCustomCaregiver.NU1624UnbrandedSymp.160;2;2;2;2;0;0:00:00
Medicx;202109;tablet;SDPCustomPatient.NU1559Branded.728;2;1;1;2;0;0:00:00
Medicx;202109;tablet;SDPCustomPatient.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Medicx;202109;tablet;SDPCustomPatient.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
Medicx;202109;tablet;SDPCustomPatient.NU1623Unbranded50.728;6;6;6;6;0;0:00:00
Medicx;202109;tablet;SDPCustomPatient.NU1624UnbrandedSymp.728;4;4;4;4;0;0:00:00
MiQ;202109;desktop;MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728;3;1;0;6;9;0:00:09
MiQ;202109;desktop;MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.728;1;1;1;1;0;0:00:00
MiQ;202109;mobile;MiQCrossixTargeting.SD_1623_v3_50.728;4;2;0;4;0;0:00:00
MiQ;202109;mobile;MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;4;1;1;5;289;0:04:49
MiQ;202109;tablet;MiQCrossixTargeting.SD_1623_v3_50.728;1;1;1;1;0;0:00:00
MiQ;202109;tablet;MiQPredictTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;1;1;1;1;0;0:00:00
MiQ;202109;tablet;MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.728;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202109;desktop;PNT_ROS_Display.SD_1624_v3_Symptom.300;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202109;desktop;ROS.NU1559Branded.300;10;10;10;12;209;0:03:29
ParkinsonsNewsToday;202109;desktop;ROS.NU1559Branded.728;31;30;28;36;1632;0:27:12
ParkinsonsNewsToday;202109;desktop;ROS.NU1624UnbrandedSymp.300;4;3;3;6;891;0:14:51
ParkinsonsNewsToday;202109;desktop;ROS.NU1624UnbrandedSymp.728;26;24;22;30;485;0:08:05
ParkinsonsNewsToday;202109;mobile;ROS.NU1559Branded.300;148;138;135;178;1457;0:24:17
ParkinsonsNewsToday;202109;mobile;ROS.NU1624UnbrandedSymp.300;139;133;131;165;8611;2:23:31
ParkinsonsNewsToday;202109;mobile;ROS.NU1624UnbrandedSymp.728;3;3;2;4;6;0:00:06
ParkinsonsNewsToday;202109;tablet;ROS.NU1559Branded.300;2;2;2;2;0;0:00:00
ParkinsonsNewsToday;202109;tablet;ROS.NU1559Branded.728;1;1;1;1;0;0:00:00
ParkinsonsNewsToday;202109;tablet;ROS.NU1624UnbrandedSymp.300;8;8;7;9;27;0:00:27
ParkinsonsNewsToday;202109;tablet;ROS.NU1624UnbrandedSymp.728;2;2;1;3;2;0:00:02
PulsePoint;202109;tablet;PulsePointConditionPopulation.Dermicool_SDP_DTP_Unbranded_50Messaging.300;1;1;1;2;1;0:00:01
RemedyHealth;202109;desktop;SDPConditionCenter.NU1559Branded.300;2;2;2;2;141;0:02:21
RemedyHealth;202109;desktop;SDPConditionCenter.NU1559Branded.728;1;1;1;1;0;0:00:00
RemedyHealth;202109;desktop;SDPConditionCenter.NU1623Unbranded50.300;1;1;1;1;0;0:00:00
RemedyHealth;202109;desktop;SDPConditionCenter.NU1624UnbrandedSymp.300;6;6;6;6;182;0:03:02
RemedyHealth;202109;desktop;SDPConditionCenter.NU1624UnbrandedSymp.728;2;2;1;4;1846;0:30:46
RemedyHealth;202109;desktop;SDSDisplayMedia.NU1559Branded.300;11;11;11;12;1537;0:25:37
RemedyHealth;202109;desktop;SDSDisplayMedia.NU1559Branded.728;4;4;4;5;200;0:03:20
RemedyHealth;202109;desktop;SDSDisplayMedia.NU1624UnbrandedSymp.300;9;9;8;9;2;0:00:02
RemedyHealth;202109;desktop;SDSDisplayMedia.NU1624UnbrandedSymp.728;2;2;2;2;665;0:11:05
RemedyHealth;202109;mobile;SDPConditionCenter.NU1559Branded.300;17;17;16;18;166;0:02:46
RemedyHealth;202109;mobile;SDPConditionCenter.NU1624UnbrandedSymp.300;24;23;21;28;1734;0:28:54
RemedyHealth;202109;mobile;SDSDisplayMedia.NU1559Branded.300;26;26;25;28;197;0:03:17
RemedyHealth;202109;mobile;SDSDisplayMedia.NU1624UnbrandedSymp.300;33;30;27;41;945;0:15:45
RemedyHealth;202109;mobile;SDSDisplayMedia.NU1624UnbrandedSymp.320;16;16;16;19;538;0:08:58
RemedyHealth;202109;tablet;SDPConditionCenter.NU1559Branded.300;4;4;4;4;54;0:00:54
RemedyHealth;202109;tablet;SDPConditionCenter.NU1559Branded.728;1;1;1;1;0;0:00:00
RemedyHealth;202109;tablet;SDPConditionCenter.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
RemedyHealth;202109;tablet;SDPConditionCenter.NU1624UnbrandedSymp.728;4;4;4;4;0;0:00:00
RemedyHealth;202109;tablet;SDSDisplayMedia.NU1559Branded.300;4;4;4;4;72;0:01:12
RemedyHealth;202109;tablet;SDSDisplayMedia.NU1559Branded.728;1;1;1;1;0;0:00:00
RemedyHealth;202109;tablet;SDSDisplayMedia.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
RemedyHealth;202109;tablet;SDSDisplayMedia.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
Sharecare;202109;desktop;SDPMR.NU1559Branded.160;2;2;2;24;172;0:02:52
Sharecare;202109;desktop;SDPMR.NU1559Branded.300;6;6;6;66;559;0:09:19
Sharecare;202109;desktop;SDPMR.NU1559Branded.728;16;16;16;16;0;0:00:00
Sharecare;202109;desktop;SDPMR.NU1624UnbrandedSymp.160;3;3;3;3;0;0:00:00
Sharecare;202109;desktop;SDPMR.NU1624UnbrandedSymp.300;6;6;6;6;0;0:00:00
Sharecare;202109;desktop;SDPMR.NU1624UnbrandedSymp.320;12;12;12;12;0;0:00:00
Sharecare;202109;desktop;SDPMR.NU1624UnbrandedSymp.728;16;15;15;17;1709;0:28:29
Sharecare;202109;desktop;SDPPerformanceDisplay.NU1559Branded.1;155;136;132;165;3223;0:53:43
Sharecare;202109;desktop;SDPPerformanceDisplay.NU1559Branded.300;15;15;14;22;315;0:05:15
Sharecare;202109;mobile;SDPMR.NU1559Branded.160;2;2;2;2;0;0:00:00
Sharecare;202109;mobile;SDPMR.NU1559Branded.300;1;1;1;2;0;0:00:00
Sharecare;202109;mobile;SDPMR.NU1559Branded.728;4;4;4;4;0;0:00:00
Sharecare;202109;mobile;SDPMR.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
Sharecare;202109;mobile;SDPMR.NU1624UnbrandedSymp.300;2;2;2;3;0;0:00:00
Sharecare;202109;mobile;SDPMR.NU1624UnbrandedSymp.320;19;19;18;19;0;0:00:00
Sharecare;202109;mobile;SDPMR.NU1624UnbrandedSymp.728;2;2;2;3;78;0:01:18
Sharecare;202109;mobile;SDPPerformanceDisplay.NU1559Branded.1;831;774;767;1081;48873;13:34:33
Sharecare;202109;mobile;SDPPerformanceDisplay.NU1559Branded.300;44;41;41;73;3706;1:01:46
Sharecare;202109;mobile;SharecarePerformanceDisplay.Dermicool_SDP_DTP_TalkToYourDoctor.1;1;1;0;1;0;0:00:00
Sharecare;202109;tablet;SDPMR.NU1559Branded.728;8;6;6;9;1;0:00:01
Sharecare;202109;tablet;SDPMR.NU1624UnbrandedSymp.320;2;2;2;2;0;0:00:00
Sharecare;202109;tablet;SDPMR.NU1624UnbrandedSymp.728;7;6;6;8;175;0:02:55
Sharecare;202109;tablet;SDPPerformanceDisplay.NU1559Branded.1;53;46;46;64;3073;0:51:13
Sharecare;202109;tablet;SDPPerformanceDisplay.NU1559Branded.300;1;1;1;1;0;0:00:00
Swoop;202109;desktop;SDAV.NU1559Branded.160;15;14;13;125;984;0:16:24
Swoop;202109;desktop;SDAV.NU1559Branded.300;26;25;24;213;1743;0:29:03
Swoop;202109;desktop;SDAV.NU1559Branded.728;43;40;39;299;3163;0:52:43
Swoop;202109;desktop;SDAV.NU1623Unbranded50.160;2;2;2;2;0;0:00:00
Swoop;202109;desktop;SDAV.NU1623Unbranded50.300;10;10;10;10;0;0:00:00
Swoop;202109;desktop;SDAV.NU1623Unbranded50.728;21;21;21;22;511;0:08:31
Swoop;202109;desktop;SDAV.NU1624UnbrandedSymp.160;6;6;6;8;8;0:00:08
Swoop;202109;desktop;SDAV.NU1624UnbrandedSymp.300;11;11;11;11;0;0:00:00
Swoop;202109;desktop;SDAV.NU1624UnbrandedSymp.320;7;7;7;7;0;0:00:00
Swoop;202109;desktop;SDAV.NU1624UnbrandedSymp.728;22;17;16;22;0;0:00:00
Swoop;202109;desktop;SDPCustom.NU1559Branded.728;1;1;0;1;0;0:00:00
Swoop;202109;desktop;SDPCustom.NU1623Unbranded50.728;5;1;0;5;0;0:00:00
Swoop;202109;mobile;SDAV.NU1559Branded.160;2;2;2;2;0;0:00:00
Swoop;202109;mobile;SDAV.NU1559Branded.300;7;7;7;8;0;0:00:00
Swoop;202109;mobile;SDAV.NU1559Branded.728;11;11;11;12;0;0:00:00
Swoop;202109;mobile;SDAV.NU1623Unbranded50.160;1;1;1;1;0;0:00:00
Swoop;202109;mobile;SDAV.NU1623Unbranded50.300;5;4;4;6;0;0:00:00
Swoop;202109;mobile;SDAV.NU1623Unbranded50.728;38;31;31;40;1026;0:17:06
Swoop;202109;mobile;SDAV.NU1624UnbrandedSymp.160;3;3;3;3;0;0:00:00
Swoop;202109;mobile;SDAV.NU1624UnbrandedSymp.300;3;3;3;3;0;0:00:00
Swoop;202109;mobile;SDAV.NU1624UnbrandedSymp.320;81;60;60;85;35;0:00:35
Swoop;202109;mobile;SDAV.NU1624UnbrandedSymp.728;60;52;52;71;2760;0:46:00
Swoop;202109;mobile;SDPCustom.NU1559Branded.300;9;5;1;9;0;0:00:00
Swoop;202109;mobile;SDPCustom.NU1559Branded.728;1;1;0;1;0;0:00:00
Swoop;202109;mobile;SDPCustom.NU1623Unbranded50.300;3;2;1;3;0;0:00:00
Swoop;202109;mobile;SDPCustom.NU1623Unbranded50.728;5;2;1;6;1021;0:17:01
Swoop;202109;mobile;SDPCustom.NU1624UnbrandedSymp.300;10;3;1;12;141;0:02:21
Swoop;202109;mobile;SDPCustom.NU1624UnbrandedSymp.728;6;5;2;7;1;0:00:01
Swoop;202109;mobile;SwoopSDPCustom.NU1623Unbranded50.728;1;1;1;1;0;0:00:00
Swoop;202109;tablet;SDAV.NU1559Branded.728;20;19;20;25;1519;0:25:19
Swoop;202109;tablet;SDAV.NU1623Unbranded50.728;23;19;19;25;200;0:03:20
Swoop;202109;tablet;SDAV.NU1624UnbrandedSymp.320;4;4;4;9;1389;0:23:09
Swoop;202109;tablet;SDAV.NU1624UnbrandedSymp.728;29;27;27;31;21;0:00:21
Swoop;202109;tablet;SDPCustom.NU1623Unbranded50.728;3;2;1;4;11;0:00:11
Swoop;202109;tablet;SDPCustom.NU1624UnbrandedSymp.728;1;1;0;1;0;0:00:00
WebMD;202109;desktop;AudienceSDOnly.NU1559Branded.160;1;1;1;2;716;0:11:56
WebMD;202109;desktop;AudienceSDOnly.NU1559Branded.300;13;13;13;13;342;0:05:42
WebMD;202109;desktop;AudienceSDOnly.NU1559Branded.728;17;14;14;25;2003;0:33:23
WebMD;202109;desktop;AudienceSDOnly.NU1624UnbrandedSymp.160;1;1;1;1;0;0:00:00
WebMD;202109;desktop;AudienceSDOnly.NU1624UnbrandedSymp.300;6;6;5;8;651;0:10:51
WebMD;202109;desktop;AudienceSDOnly.NU1624UnbrandedSymp.728;6;6;6;6;0;0:00:00
WebMD;202109;desktop;NUMonographAV.NU1559Branded.728;1;1;0;2;36;0:00:36
WebMD;202109;desktop;RotationalBannerSDConditionCenter.NU1559Branded.160;2;2;2;2;0;0:00:00
WebMD;202109;desktop;RotationalBannerSDConditionCenter.NU1559Branded.300;14;14;13;14;44;0:00:44
WebMD;202109;desktop;RotationalBannerSDConditionCenter.NU1559Branded.728;7;7;6;7;0;0:00:00
WebMD;202109;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160;2;1;1;44;124;0:02:04
WebMD;202109;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;16;15;13;27;2131;0:35:31
WebMD;202109;desktop;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728;9;8;7;14;1923;0:32:03
WebMD;202109;mobile;AudienceSDOnly.NU1559Branded.300;34;34;34;36;1619;0:26:59
WebMD;202109;mobile;AudienceSDOnly.NU1624UnbrandedSymp.300;35;29;28;41;3727;1:02:07
WebMD;202109;mobile;AudienceSDOnly.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
WebMD;202109;mobile;NUMonographAV.NU1559Branded.300;3;2;1;3;121;0:02:01
WebMD;202109;mobile;NUMonographAV.NU1624UnbrandedSymp.300;5;2;1;4;584;0:09:44
WebMD;202109;mobile;RotationalBannerSDConditionCenter.NU1559Branded.300;19;19;17;20;66;0:01:06
WebMD;202109;mobile;RotationalBannerSDConditionCenter.NU1559Branded.728;1;1;0;5;624;0:10:24
WebMD;202109;mobile;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;16;14;14;16;0;0:00:00
WebMD;202109;mobile;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.320;20;19;19;21;371;0:06:11
WebMD;202109;tablet;AudienceSDOnly.NU1559Branded.300;2;2;2;2;0;0:00:00
WebMD;202109;tablet;AudienceSDOnly.NU1559Branded.728;3;3;3;3;0;0:00:00
WebMD;202109;tablet;AudienceSDOnly.NU1624UnbrandedSymp.300;1;1;1;2;242;0:04:02
WebMD;202109;tablet;AudienceSDOnly.NU1624UnbrandedSymp.728;5;5;4;7;32;0:00:32
WebMD;202109;tablet;NUMonographAV.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
WebMD;202109;tablet;NUMonographAV.NU1624UnbrandedSymp.728;2;2;1;3;271;0:04:31
WebMD;202109;tablet;RotationalBannerSDConditionCenter.NU1559Branded.300;3;2;2;3;0;0:00:00
WebMD;202109;tablet;RotationalBannerSDConditionCenter.NU1559Branded.728;3;3;3;3;0;0:00:00
WebMD;202109;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300;2;2;2;2;0;0:00:00
WebMD;202109;tablet;RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728;3;2;1;3;0;0:00:00
Zeta;202109;desktop;SDPCrossix.NU1559Branded.160;39;39;38;448;2181;0:36:21
Zeta;202109;desktop;SDPCrossix.NU1559Branded.300;62;62;62;712;3149;0:52:29
Zeta;202109;desktop;SDPCrossix.NU1559Branded.728;59;59;59;668;3105;0:51:45
Zeta;202109;desktop;SDPCrossix.NU1623Unbranded50.160;35;35;34;41;139;0:02:19
Zeta;202109;desktop;SDPCrossix.NU1623Unbranded50.300;38;38;38;46;176;0:02:56
Zeta;202109;desktop;SDPCrossix.NU1623Unbranded50.728;29;29;29;34;94;0:01:34
Zeta;202109;desktop;SDPCrossix.NU1624UnbrandedSymp.160;29;29;29;34;84;0:01:24
Zeta;202109;desktop;SDPCrossix.NU1624UnbrandedSymp.300;38;38;38;43;122;0:02:02
Zeta;202109;desktop;SDPCrossix.NU1624UnbrandedSymp.320;44;43;43;45;14;0:00:14
Zeta;202109;desktop;SDPCrossix.NU1624UnbrandedSymp.728;34;33;33;37;82;0:01:22
Zeta;202109;desktop;SDPSwoop.NU1624UnbrandedSymp.320;2;1;1;2;0;0:00:00
Zeta;202109;mobile;SDPCrossix.NU1559Branded.160;4;4;4;4;0;0:00:00
Zeta;202109;mobile;SDPCrossix.NU1559Branded.300;11;11;11;15;32;0:00:32
Zeta;202109;mobile;SDPCrossix.NU1559Branded.728;5;5;5;5;0;0:00:00
Zeta;202109;mobile;SDPCrossix.NU1623Unbranded50.160;5;5;5;6;0;0:00:00
Zeta;202109;mobile;SDPCrossix.NU1623Unbranded50.300;35;17;17;25;233;0:03:53
Zeta;202109;mobile;SDPCrossix.NU1623Unbranded50.728;2;2;2;2;0;0:00:00
Zeta;202109;mobile;SDPCrossix.NU1624UnbrandedSymp.160;4;4;4;4;0;0:00:00
Zeta;202109;mobile;SDPCrossix.NU1624UnbrandedSymp.300;17;15;15;19;1528;0:25:28
Zeta;202109;mobile;SDPCrossix.NU1624UnbrandedSymp.320;1038;831;821;1173;23180;6:26:20
Zeta;202109;mobile;SDPCrossix.NU1624UnbrandedSymp.728;2;2;2;2;0;0:00:00
Zeta;202109;mobile;SDPSwoop.NU1624UnbrandedSymp.320;3;3;1;3;0;0:00:00
Zeta;202109;tablet;SDPCrossix.NU1559Branded.160;1;1;1;1;0;0:00:00
Zeta;202109;tablet;SDPCrossix.NU1559Branded.300;4;4;4;4;0;0:00:00
Zeta;202109;tablet;SDPCrossix.NU1559Branded.728;2;2;2;2;0;0:00:00
Zeta;202109;tablet;SDPCrossix.NU1623Unbranded50.300;2;2;2;2;0;0:00:00
Zeta;202109;tablet;SDPCrossix.NU1624UnbrandedSymp.300;2;2;2;2;0;0:00:00
Zeta;202109;tablet;SDPCrossix.NU1624UnbrandedSymp.320;52;47;46;65;998;0:16:38
Zeta;202109;tablet;SDPSwoop.NU1624UnbrandedSymp.320;1;1;0;2;1745;0:29:05
Acuity;202110;desktop;AcuityCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728;1;1;1;1;0;0:00:00
AdTheorent;202110;desktop;MTPSiteRT.NU1559Branded.160;19;19;18;124;1190;0:19:50
AdTheorent;202110;desktop;MTPSiteRT.NU1559Branded.300;42;42;42;102;907;0:15:07
AdTheorent;202110;desktop;MTPSiteRT.NU1559Branded.728;50;50;50;175;1262;0:21:02
AdTheorent;202110;desktop;N.comSiteRT.NU1559Branded.160;18;18;17;126;1172;0:19:32
AdTheorent;202110;desktop;N.comSiteRT.NU1559Branded.300;56;56;54;139;1072;0:17:52
AdTheorent;202110;desktop;N.comSiteRT.NU1559Branded.728;46;46;44;165;1318;0:21:58
AdTheorent;202110;mobile;MTPSiteRT.NU1559Branded.160;2;2;2;2;0;0:00:00
AdTheorent;202110;mobile;MTPSiteRT.NU1559Branded.300;13;13;13;14;155;0:02:35
AdTheorent;202110;mobile;MTPSiteRT.NU1559Branded.728;22;22;22;22;0;0:00:00
AdTheorent;202110;mobile;N.comSiteRT.NU1559Branded.160;4;4;4;4;0;0:00:00
AdTheorent;202110;mobile;N.comSiteRT.NU1559Branded.300;20;20;20;20;0;0:00:00
AdTheorent;202110;mobile;N.comSiteRT.NU1559Branded.728;19;19;19;19;0;0:00:00
AdTheorent;202110;tablet;MTPSiteRT.NU1559Branded.160;2;2;2;2;0;0:00:00
AdTheorent;202110;tablet;MTPSiteRT.NU1559Branded.300;1;1;1;1;0;0:00:00
AdTheorent;202110;tablet;MTPSiteRT.NU1559Branded.728;8;8;8;8;0;0:00:00
AdTheorent;202110;tablet;N.comSiteRT.NU1559Branded.160;2;2;2;2;0;0:00:00
AdTheorent;202110;tablet;N.comSiteRT.NU1559Branded.300;2;2;2;2;0;0:00:00
AdTheorent;202110;tablet;N.comSiteRT.NU1559Branded.728;8;8;8;8;0;0:00:00
Aptus;202110;desktop;DistributionDTC.NU1624UnbrandedSymp.320;1;1;1;1;0;0:00:00
Aptus;202110;desktop;DistributionDTC.NU1715.1;1;1;1;1;0;0:00:00
Aptus;202110;mobile;AptusDermicoolLTCDTP.NU1545.320x50;3;2;1;2;0;0:00:00
Aptus;202110;mobile;AptusDermicoolLTCHCP.NU1831.300x250;1;1;1;1;0;0:00:00
Aptus;202110;mobile;AptusDermicoolRetailDTP.NU1712.320x50;1;1;0;1;0;0:00:00
Aptus;202110;mobile;AptusDermicoolRetailDTP.NU1714.300x250;1;1;1;1;0;0:00:00
Aptus;202110;mobile;AptusDermicoolRetailDTP.NU1715.320x50;1;1;1;1;0;0:00:00
Aptus;202110;mobile;DistributionDTC.NU1546.1;17;16;8;17;8;0:00:08
Aptus;202110;mobile;DistributionDTC.NU1623Unbranded50.300;14;7;2;6;0;0:00:00
Aptus;202110;mobile;DistributionDTC.NU1624UnbrandedSymp.300;10;7;3;14;26;0:00:26
Aptus;202110;mobile;DistributionDTC.NU1624UnbrandedSymp.320;130;74;41;138;1635;0:27:15
Aptus;202110;mobile;DistributionDTC.NU1715.1;68;54;28;77;67;0:01:07
Aptus;202110;tablet;DistributionDTC.NU1546.1;1;1;0;1;0;0:00:00
Aptus;202110;tablet;DistributionDTC.NU1624UnbrandedSymp.320;3;2;1;3;0;0:00:00
Aptus;202110;tablet;DistributionDTC.NU1715.1;2;2;0;2;0;0:00:00
Emodo;202110;desktop;SDAPP.NU1559Branded.300;15;15;15;136;1079;0:17:59
Emodo;202110;desktop;SDAPP.NU1559Branded.728;492;481;466;724;17549;4:52:29
Emodo;202110;desktop;SDAPP.NU1623Unbranded50.300;2;2;2;3;27;0:00:27
Emodo;202110;desktop;SDAPP.NU1623Unbranded50.728;589;565;533;645;15420;4:17:00
Emodo;202110;desktop;SDAPP.NU1624UnbrandedSymp.300;2;2;2;2;0;0:00:00
Emodo;202110;desktop;SDAPP.NU1624UnbrandedSymp.320;16;15;15;16;0;0:00:00
Emodo;202110;desktop;SDAPP.NU1624UnbrandedSymp.728;562;528;493;602;9728;2:42:08
Emodo;202110;desktop;SDAPP.NU2333SpeakUp.320;2;2;2;2;0;0:00:00
Emodo;202110;mobile;SDAPP.NU1559Branded.300;31;29;29;32;1;0:00:01
Emodo;202110;mobile;SDAPP.NU1559Branded.728;6;6;6;6;0;0:00:00
Emodo;202110;mobile;SDAPP.NU1623Unbranded50.728;12;11;10;13;106;0:01:46
Emodo;202110;mobile;SDAPP.NU1624UnbrandedSymp.300;1;1;1;1;0;0:00:00
Emodo;202110;mobile;SDAPP.NU1624UnbrandedSymp.320;1693;1604;1584;1861;45675;12:41:15
Emodo;202110;mobile;SDAPP.NU1624UnbrandedSymp.728;16;15;15;16;0;0:00:00
Emodo;202110;mobile;SDAPP.NU2333SpeakUp.320;230;222;222;247;6568;1:49:28
Emodo;202110;tablet;SDAPP.NU1559Branded.300;1;1;1;1;0;0:00:00
Emodo;202110;tablet;SDAPP.NU1559Branded.728;258;250;242;293;11363;3:09:23
Emodo;202110;tablet;SDAPP.NU1623Unbranded50.728;390;369;359;433;16494;4:34:54
Emodo;202110;tablet;SDAPP.NU1624UnbrandedSymp.320;10;10;9;10;0;0:00:00
Emodo;202110;tablet;SDAPP.NU1624UnbrandedSymp.728;310;294;279;341;7609;2:06:49
Emodo;202110;tablet;SDAPP.NU2333SpeakUp.320;1;1;1;1;0;0:00:00
Facebook;202110;desktop;FBNU1770.FBNU1770.1;6;4;3;8;1579;0:26:19
Facebook;202110;desktop;FBNU1795.FBNU1795.1;3;3;0;4;14;0:00:14
Facebook;202110;desktop;FBNU1796.FBNU1796.1;28;5;1;116;6898;1:54:58
Facebook;202110;mobile;FBNU1770.FBNU1770.1;11516;7108;6959;8179;157060;43:37:40
Facebook;202110;mobile;FBNU1795.FBNU1795.1;295;279;265;335;3120;0:52:00
Facebook;202110;mobile;FBNU1796.FBNU1796.1;82;67;61;72;170;0:02:50
Facebook;202110;tablet;FBNU1770.FBNU1770.1;1550;1408;1378;1601;9678;2:41:18
Facebook;202110;tablet;FBNU1795.FBNU1795.1;103;100;93;108;612;0:10:12
Facebook;202110;tablet;FBNU1796.FBNU1796.1;13;13;13;13;0;0:00:00
GoodRx;202110;desktop;BSDermicool.NU1559Branded.728;6;6;5;13;523;0:08:43
GoodRx;202110;desktop;BSDermicoolQuetiapine.NU1559Branded.160;4;4;4;4;31;0:00:31
GoodRx;202110;desktop;BSDermicoolQuetiapine.NU1559Branded.728;9;9;8;9;0;0:00:00
GoodRx;202110;desktop;BSDermicoolSeroquel.NU1559Branded.728;1;1;0;1;0;0:00:00
GoodRx;202110;desktop;BSDermicoolSsias.NU1559Branded.160;2;2;2;2;0;0:00:00
GoodRx;202110;tablet;BSDermicool.NU1559Branded.728;1;1;1;1;0;0:00:00
GoodRx;202110;tablet;BSDermicoolQuetiapine.NU1559Branded.728;1;1;1;1;0;0:00:00
GoodRx;202110;tablet;BSDermicoolSsias.NU1559Branded.728;1;1;1;1;0;0:00:00
Healthline;202110;desktop;AudienceSDOnly.NU1559Branded.300;4;4;4;4;0;0:00:00
Healthline;202110;desktop;AudienceSDOnly.NU1559Branded.728;2;2;1;2;0;0:00:00
Healthline;202110;desktop;AudienceSDOnly.NU1624UnbrandedSymp.300;2;2;2;2;0;0:00:00
Healthline;202110;desktop;AudienceSDOnly.NU1624UnbrandedSymp.728;1;1;1;1;0;0:00:00
Healthline;202110;mobile;AudienceSDOnly.NU1559Branded.300;21;20;20;22;2181;0:36:21
Healthline;202110;mobile;AudienceSDOnly.NU1624UnbrandedSymp.300;13;13;13;13;0;0:00:00
Healthline;202110;mobile;AudienceSDOnly.NU1624UnbrandedSymp.320;11;11;11;11;2;0:00:02
Healthline;202110;mobile;AudienceSDOnly.NU2333SpeakUp.320;8;8;8;8;0;0:00:00
