Campaign;Month;Site (Site Directory);Placement - DCM;Creative;Creative Dimensions;Platform Type;Impressions;Clicks
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;22;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;NU2333SpeakUp_Static_Mobile_320x50;320x50;Smartphone;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;160x600;Desktop;20;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;160x600;Tablet;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Desktop;112;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Smartphone;545;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;300x250;Tablet;31;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;320x50;Smartphone;559;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;728x90;Desktop;33;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;SD_1624_v3_Symptom;728x90;Tablet;5;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;61;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;7;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;234;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;564;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;78;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;78;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Health Union, LLC;SD.net Premium Display AV;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;11;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Desktop;39;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Smartphone;6557;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Tablet;17;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;300x250;Connected TV;12;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;300x250;Desktop;4662;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;300x250;Smartphone;19924;18
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;300x250;Tablet;1110;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;320x50;Desktop;127;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;320x50;Smartphone;26996;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;320x50;Tablet;112;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;728x90;Connected TV;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;728x90;Desktop;1400;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;728x90;Smartphone;16;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;SD_1624_v3_Symptom;728x90;Tablet;402;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Connected TV;24;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;11672;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;29404;18
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;1327;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Connected TV;10;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;3586;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;25;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Healthline;SD Audience Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;469;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Desktop;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Smartphone;2265;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Tablet;412;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Desktop;27671;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Smartphone;5;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;160x600;Tablet;1;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Desktop;77091;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Mobile midrange: feature phone;5;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Smartphone;63298;48
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;300x250;Tablet;22937;15
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Desktop;69213;23
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Smartphone;9;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1623_v3_50;728x90;Tablet;19;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Desktop;27944;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;160x600;Tablet;6;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Desktop;76871;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Mobile midrange: feature phone;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;63410;35
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;300x250;Tablet;22703;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Desktop;4467;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;665266;501
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Tablet;92329;140
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;320x50;Unknown platform;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Desktop;68483;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;12;3
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;SD_1624_v3_Symptom;728x90;Tablet;20;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;21607;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;8;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;63706;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Mobile midrange: feature phone;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;52662;40
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;17163;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;64786;19
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Crossix Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;11;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Desktop;661;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Smartphone;22701;17
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Tablet;1017;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;NU2333SpeakUp_Static_Mobile_320x50;320x50;Unknown platform;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Desktop;19064;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Smartphone;671;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;160x600;Tablet;1106;2
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Desktop;60426;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Mobile midrange: feature phone;11;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Smartphone;187419;235
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;300x250;Tablet;12544;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Desktop;36797;25
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Smartphone;11696;18
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1623_v3_50;728x90;Tablet;26723;62
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Desktop;19211;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Smartphone;664;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;160x600;Tablet;1062;4
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Desktop;60079;16
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Mobile midrange: feature phone;12;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Smartphone;187353;203
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;300x250;Tablet;12528;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Desktop;16215;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Mobile midrange: feature phone;33;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Smartphone;949704;1035
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Tablet;39767;56
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;320x50;Unknown platform;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Desktop;36881;26
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Mobile midrange: feature phone;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Smartphone;12044;13
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;SD_1624_v3_Symptom;728x90;Tablet;26786;55
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;20233;10
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;604;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;862;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;61938;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Mobile midrange: feature phone;6;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;174934;139
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;10351;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Connected TV;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;38699;11
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Mobile midrange: feature phone;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;9585;7
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;Skin Disease Swoop Segment Targeting;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;22643;25
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Connected TV;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Desktop;82142;32
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Smartphone;2094;5
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1;160x600;Tablet;2157;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Connected TV;4;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Desktop;192054;37
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Mobile midrange: feature phone;3;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Smartphone;425424;517
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1;300x250;Tablet;34023;22
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Connected TV;2;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Desktop;88806;37
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Smartphone;22901;14
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Media IQ;TV Retargeting with Crossix Overlay;Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1;728x90;Tablet;21823;24
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;(not set);(not set);(not set);0;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;NU2333SpeakUp_Static_Mobile_320x50;320x50;Desktop;1;0
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;NU2333SpeakUp_Static_Mobile_320x50;320x50;Smartphone;3792;6
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;NU2333SpeakUp_Static_Mobile_320x50;320x50;Tablet;1;1
200 Arabia Dermicool FY21 SDP DTP Media PT;2021-10;Medicx Media Solutions;Skin Disease Dx Signal-Based Custom Segment Targeting_Caregiver;SD_1623_v3_50;160x600;Desktop;9576;10
